TransactionID,TransactionAmount,MerchantID,TimeOfTransaction,Location,PreviousTransactionHistory,UserSpendingPatterns,Fraudulent,CardType,CardIssuer,IsInternational,IsHighRiskMerchant,TransactionType,AmountBalance,MerchantType,MerchantLocation,UserAge,MerchantCategory,MerchantRevenue
C17001948,3059.4686671875143,M123,2022-07-11 15:00:00,Location_2,Normal,Suspicious,0,Credit,Issuer_2,0,0,CASH_OUT,48253.55950472025,Service,Location_1,37.0,Category_3,161817.6022215085
C17001949,564.7163967597725,M456,2022-07-11 15:15:00,Location_2,Normal,Suspicious,0,Credit,Issuer_3,0,0,CASH_OUT,22929.28662896849,Service,Location_1,46.0,Category_3,123569.03607060277
C17001950,3532.8482861315842,M123,2022-07-11 15:30:00,Location_3,Suspicious,Normal,0,Debit,Issuer_3,0,1,CASH_OUT,39218.83226139495,Retail,Location_3,,Category_3,424963.226983278
C17001951,17576.593951918792,M789,2022-07-11 15:45:00,Location_2,Normal,Suspicious,0,Debit,Issuer_3,0,0,PAYMENT,35989.278704134274,Retail,Location_1,57.0,Category_3,277387.7796908491
C17001952,9357.955989168358,M123,2022-07-11 16:00:00,Location_1,Normal,Normal,1,Debit,Issuer_1,0,0,PAYMENT,800.8580290297962,Online,Location_2,38.0,Category_1,65027.83298281117
C17001953,8632.171548093418,M123,2022-07-11 16:15:00,Location_3,Normal,Normal,0,Credit,Issuer_3,1,0,DEBIT,34962.35693500907,Retail,Location_3,47.0,Category_1,165716.73206881966
C17001954,7503.648874248248,M456,2022-07-11 16:30:00,Location_2,Normal,Suspicious,0,Credit,Issuer_1,0,0,PAYMENT,35137.46349881376,Service,Location_1,26.0,Category_1,490890.16817093955
C17001955,4225.65041154866,M456,2022-07-11 16:45:00,Location_3,Normal,Suspicious,0,Credit,Issuer_3,0,1,CASH_OUT,32111.44445357637,Retail,Location_2,57.0,Category_1,54093.82987898915
C17001956,1456.5576803891927,M123,2022-07-11 17:00:00,Location_2,Normal,Suspicious,0,Credit,Issuer_2,0,0,CASH_IN,23989.223752152542,Retail,Location_1,57.0,Category_1,449113.4911640652
C17001957,2763.7892578783753,M789,2022-07-11 17:15:00,Location_3,Normal,Normal,0,Debit,Issuer_3,0,0,PAYMENT,42562.05542581623,Online,Location_2,50.0,Category_2,497450.86851709435
C17001958,4253.7074618315555,M123,2022-07-11 17:30:00,Location_1,Normal,Normal,0,Credit,Issuer_2,0,1,TRANSFER,41802.792458143675,Service,Location_3,52.0,Category_3,128093.24588952467
C17001959,6123.667884345077,M789,2022-07-11 17:45:00,Location_2,Normal,Normal,1,Credit,Issuer_3,0,0,DEBIT,4184.869117241829,Retail,Location_3,57.0,Category_1,469117.9933555947
C17001960,6488.074603959817,M456,2022-07-11 18:00:00,Location_2,Normal,Normal,0,Credit,Issuer_1,1,0,TRANSFER,38151.72146614139,Retail,Location_1,27.0,Category_1,11095.278485238767
C17001961,4341.547608691235,M123,2022-07-11 18:15:00,Location_3,Normal,Normal,0,Debit,Issuer_2,0,0,PAYMENT,43303.69085737937,Service,Location_3,29.0,Category_3,371190.51200056094
C17001962,6348.047704142801,M456,2022-07-11 18:30:00,Location_3,Suspicious,Normal,1,Debit,Issuer_2,1,0,CASH_IN,11500.618739079555,Retail,Location_2,,Category_3,492151.32973464014
C17001963,4996.289294187324,M456,2022-07-11 18:45:00,Location_2,Normal,Normal,0,Credit,Issuer_3,0,1,TRANSFER,21120.58479378999,Retail,Location_1,40.0,Category_1,256109.7050481682
C17001964,5454.053888784152,M789,2022-07-11 19:00:00,Location_1,Normal,Normal,0,Credit,Issuer_1,0,0,DEBIT,34106.44544825566,Online,Location_3,42.0,Category_1,154585.2866277531
C17001965,1057.7085186242477,M456,2022-07-11 19:15:00,Location_1,Suspicious,Normal,0,Credit,Issuer_3,0,0,PAYMENT,35722.64136497523,Online,Location_3,53.0,Category_1,416115.21416579845
C17001966,6285.3323033862935,M123,2022-07-11 19:30:00,Location_3,Normal,Normal,0,Debit,Issuer_1,0,1,DEBIT,42277.35088533898,Retail,Location_2,47.0,Category_2,468278.6502003574
C17001967,4279.768276362228,M456,2022-07-11 19:45:00,Location_3,Normal,Normal,0,Debit,Issuer_2,0,1,PAYMENT,39962.048019102775,Service,Location_3,41.0,Category_3,422492.7590257608
C17001968,710.3239509064148,M456,2022-07-11 20:00:00,Location_3,Normal,Normal,1,Debit,Issuer_2,0,0,CASH_IN,16251.014572174816,Retail,Location_2,31.0,Category_2,364229.2381821745
C17001969,5827.824116174898,M456,2022-07-11 20:15:00,Location_1,Suspicious,Suspicious,1,Credit,Issuer_1,0,0,TRANSFER,41018.03626231989,Service,Location_2,45.0,Category_3,279639.3023922092
C17001970,1853.4856197191375,M123,2022-07-11 20:30:00,Location_2,Normal,Normal,0,Credit,Issuer_2,0,0,CREDIT,14894.014539112102,Retail,Location_3,52.0,Category_3,57303.79807181163
C17001971,7554.441432985531,M456,2022-07-11 20:45:00,Location_1,Normal,Normal,0,Debit,Issuer_1,0,0,TRANSFER,34047.18407149939,Online,Location_1,27.0,Category_2,13571.395697689635
C17001972,2220.7440107689727,M789,2022-07-11 21:00:00,Location_3,Normal,Normal,0,Credit,Issuer_2,1,0,TRANSFER,21895.515594921497,Retail,Location_3,33.0,Category_2,394878.4807700813
C17001973,4002.2704011694623,M789,2022-07-11 21:15:00,Location_1,Normal,Normal,0,Credit,Issuer_2,0,0,PAYMENT,12860.850296141398,Service,Location_3,28.0,Category_3,475962.65746567445
C17001974,3590.878256734006,M456,2022-07-11 21:30:00,Location_1,Normal,Normal,0,Credit,Issuer_1,0,0,TRANSFER,30610.376901649157,Service,Location_3,43.0,Category_1,49856.699669107016
C17001975,11729.216245189045,M789,2022-07-11 21:45:00,Location_3,Normal,Normal,1,Debit,Issuer_1,0,0,CASH_IN,8772.597380710233,Service,Location_1,44.0,Category_2,76338.38723199679
C17001976,5874.054812931271,M789,2022-07-11 22:00:00,Location_3,Normal,Normal,0,Debit,Issuer_3,0,0,CASH_OUT,33645.32441358896,Retail,Location_2,46.0,Category_3,90644.41515422253
C17001977,1981.7963034191139,M789,2022-07-11 22:15:00,Location_2,Normal,Normal,0,Debit,Issuer_2,0,0,CREDIT,41382.72678580007,Service,Location_1,58.0,Category_2,164783.7439871555
C17001978,6431.1887393946245,M456,2022-07-11 22:30:00,Location_3,Normal,Normal,1,Credit,Issuer_1,0,0,TRANSFER,41573.56285154845,Service,Location_3,36.0,Category_3,166878.8112564832
C17001979,3626.0983552382068,M789,2022-07-11 22:45:00,Location_1,Suspicious,Normal,1,Debit,Issuer_3,1,0,TRANSFER,12268.60213677151,Retail,Location_3,56.0,Category_3,238098.9717966078
C17001980,4494.561650999436,M789,2022-07-11 23:00:00,Location_3,Normal,Normal,0,Credit,Issuer_1,0,0,TRANSFER,22459.805617891845,Retail,Location_1,31.0,Category_2,335624.9092438665
C17001981,7779.179914400513,M456,2022-07-11 23:15:00,Location_2,Normal,Normal,0,Credit,Issuer_1,0,0,CREDIT,24870.69495531741,Online,Location_1,35.0,Category_3,150961.81403012347
C17001982,1179.9073119001346,M123,2022-07-11 23:30:00,Location_3,Normal,Normal,0,Credit,Issuer_1,0,0,CASH_IN,15314.240651880822,Retail,Location_3,56.0,Category_1,478149.7706164006
C17001983,9106.563100404128,M789,2022-07-11 23:45:00,Location_3,Normal,Normal,1,Credit,Issuer_1,0,0,TRANSFER,28221.583392709814,Online,Location_3,45.0,Category_2,25336.966169011233
C17001984,11479.748619754704,M456,2022-07-12 00:00:00,Location_3,Normal,Normal,0,Debit,Issuer_3,0,0,TRANSFER,39707.63906669805,Retail,Location_3,31.0,Category_2,325565.4578954125
C17001985,5907.594591826696,M123,2022-07-12 00:15:00,Location_1,Suspicious,Normal,0,Debit,Issuer_3,0,0,TRANSFER,17833.816045610252,Online,Location_1,51.0,Category_1,341470.5555807162
C17001986,553.5105522108075,M456,2022-07-12 00:30:00,Location_2,Normal,Suspicious,0,Debit,Issuer_2,0,0,PAYMENT,43560.951737550946,Online,Location_3,49.0,Category_2,465083.8335670974
C17001987,2862.5236086901286,M456,2022-07-12 00:45:00,Location_2,Suspicious,Normal,0,Debit,Issuer_3,0,0,TRANSFER,16103.892484853941,Service,Location_3,40.0,Category_2,245115.66446231396
C17001988,2620.533856531201,M123,2022-07-12 01:00:00,Location_3,Normal,Suspicious,0,Credit,Issuer_3,0,0,CASH_IN,16109.24283733047,Service,Location_1,,Category_1,86000.16830575373
C17001989,8429.512132211341,M456,2022-07-12 01:15:00,Location_1,Normal,Normal,0,Debit,Issuer_3,0,0,DEBIT,31989.834579871986,Online,Location_1,58.0,Category_3,409702.5272607062
C17001990,4677.065805338168,M123,2022-07-12 01:30:00,Location_2,Normal,Normal,1,Credit,Issuer_2,0,0,CASH_OUT,19903.126526309163,Online,Location_1,37.0,Category_3,250157.54533365727
C17001991,5434.272708986105,M789,2022-07-12 01:45:00,Location_2,Normal,Suspicious,0,Debit,Issuer_1,0,0,DEBIT,15843.593669862454,Online,Location_3,54.0,Category_2,35104.51010894555
C17001992,14482.48349637788,M456,2022-07-12 02:00:00,Location_1,Normal,Normal,0,Credit,Issuer_3,1,0,DEBIT,29914.616143279796,Service,Location_3,55.0,Category_1,140465.19918451575
C17001993,5245.381946438673,M789,2022-07-12 02:15:00,Location_3,Normal,Normal,0,Credit,Issuer_1,0,0,PAYMENT,20557.09841013024,Retail,Location_1,56.0,Category_2,57378.387777476884
C17001994,16149.683592927975,M789,2022-07-12 02:30:00,Location_3,Suspicious,Suspicious,0,Debit,Issuer_2,1,0,CASH_OUT,10176.163206435222,Service,Location_2,29.0,Category_3,269272.7290654992
C17001995,3778.4331510055817,M123,2022-07-12 02:45:00,Location_3,Normal,Normal,0,Debit,Issuer_3,0,0,TRANSFER,15778.5882276866,Retail,Location_1,56.0,Category_2,355277.4683770138
C17001996,3264.702109320275,M456,2022-07-12 03:00:00,Location_2,Normal,Normal,0,Debit,Issuer_2,0,1,CASH_OUT,13344.826083498385,Service,Location_1,47.0,Category_1,194049.57551881965
C17001997,3062.804642164533,M123,2022-07-12 03:15:00,Location_2,Normal,Normal,0,Credit,Issuer_2,1,0,PAYMENT,29321.446308013918,Online,Location_1,50.0,Category_3,365740.5656980646
C17001998,2273.060461833101,M123,2022-07-12 03:30:00,Location_2,Normal,Normal,0,Credit,Issuer_1,0,0,CASH_IN,28106.069902001545,Service,Location_3,38.0,Category_1,100215.9594722501
C17001999,7443.117858984844,M456,2022-07-12 03:45:00,Location_2,Normal,Normal,0,Debit,Issuer_3,0,0,DEBIT,6306.558717591803,Retail,Location_1,43.0,Category_1,290539.0123427476
C17002000,1106.2558891155552,M456,2022-07-12 04:00:00,Location_3,Normal,Normal,0,Debit,Issuer_3,0,0,TRANSFER,21299.453663039116,Service,Location_2,34.0,Category_3,380440.9092158256
C17002001,3569.558170887706,M456,2022-07-12 04:15:00,Location_1,Normal,Normal,1,Debit,Issuer_3,0,0,DEBIT,43702.8117193563,Service,Location_2,26.0,Category_3,184691.14338042337
C17002002,1835.3621144605424,M123,2022-07-12 04:30:00,Location_3,Normal,Normal,1,Credit,Issuer_1,0,0,PAYMENT,29825.49285473233,Service,Location_1,36.0,Category_1,249320.8960896375
C17002003,2518.445748387237,M789,2022-07-12 04:45:00,Location_1,Normal,Normal,1,Credit,Issuer_1,1,0,CREDIT,1309.1157549009793,Retail,Location_3,34.0,Category_3,487608.51248816604
C17002004,2677.122968744415,M456,2022-07-12 05:00:00,Location_1,Normal,Normal,1,Credit,Issuer_1,0,0,DEBIT,24162.1168476634,Service,Location_2,54.0,Category_1,342824.00796717044
C17002005,2182.8602295407077,M789,2022-07-12 05:15:00,Location_2,Suspicious,Normal,0,Debit,Issuer_2,0,0,CASH_OUT,14825.079530311037,Retail,Location_3,57.0,Category_3,313418.8943009696
C17002006,3461.3742881694693,M456,2022-07-12 05:30:00,Location_2,Normal,Normal,0,Credit,Issuer_3,0,0,CASH_OUT,24270.306011690296,Retail,Location_3,26.0,Category_2,312834.76465759164
C17002007,3987.471952500923,M789,2022-07-12 05:45:00,Location_3,Normal,Suspicious,0,Credit,Issuer_1,0,0,CREDIT,11167.979203248638,Retail,Location_3,34.0,Category_3,370234.85090180085
C17002008,3741.3528336957606,M789,2022-07-12 06:00:00,Location_1,Suspicious,Normal,1,Debit,Issuer_1,1,0,CASH_OUT,32104.711417731716,Retail,Location_1,35.0,Category_3,101537.41675966232
C17002009,2366.589955606851,M789,2022-07-12 06:15:00,Location_2,Normal,Suspicious,0,Credit,Issuer_3,1,0,CASH_OUT,15410.17872132844,Retail,Location_1,28.0,Category_1,335278.58973246533
C17002010,4948.376189116633,M789,2022-07-12 06:30:00,Location_1,Normal,Normal,1,Debit,Issuer_1,0,0,CREDIT,12356.561793503686,Service,Location_3,27.0,Category_3,246045.81887165262
C17002011,10784.160639755195,M123,2022-07-12 06:45:00,Location_2,Suspicious,Normal,0,Credit,Issuer_1,0,0,CREDIT,48441.25268028462,Retail,Location_2,45.0,Category_3,453411.0038228607
C17002012,2522.029701601919,M456,2022-07-12 07:00:00,Location_3,Normal,Normal,0,Debit,Issuer_2,0,1,PAYMENT,42578.413230627695,Service,Location_2,38.0,Category_1,202850.43425887552
C17002013,2205.8794566496817,M789,2022-07-12 07:15:00,Location_3,Normal,Normal,0,Debit,Issuer_2,0,0,DEBIT,34488.86033041333,Retail,Location_1,57.0,Category_3,145008.91357830403
C17002014,4354.097465624169,M789,2022-07-12 07:30:00,Location_2,Normal,Normal,0,Debit,Issuer_2,0,0,CASH_IN,28135.545943175235,Online,Location_3,53.0,Category_2,216956.6362123501
C17002015,7603.861637569607,M789,2022-07-12 07:45:00,Location_2,Suspicious,Normal,0,Debit,Issuer_2,0,0,CASH_OUT,25806.200843145918,Service,Location_1,26.0,Category_1,327888.5681277246
C17002016,9653.032363790895,M123,2022-07-12 08:00:00,Location_2,Normal,Normal,0,Credit,Issuer_1,0,0,DEBIT,36730.15650744914,Service,Location_2,,Category_3,88726.20664172368
C17002017,4347.48245566897,M789,2022-07-12 08:15:00,Location_2,Normal,Normal,0,Debit,Issuer_2,0,0,PAYMENT,21906.399680028877,Retail,Location_3,,Category_2,24971.67822800495
C17002018,4502.529503916915,M456,2022-07-12 08:30:00,Location_1,Normal,Suspicious,0,Debit,Issuer_2,0,0,TRANSFER,37302.72169884877,Online,Location_2,31.0,Category_3,177295.90461946474
C17002019,24555.262277636702,M123,2022-07-12 08:45:00,Location_3,Suspicious,Normal,0,Credit,Issuer_3,0,0,TRANSFER,48665.12352038896,Retail,Location_2,58.0,Category_2,272291.23144788336
C17002020,10855.541875166808,M123,2022-07-12 09:00:00,Location_1,Normal,Suspicious,0,Credit,Issuer_3,0,1,TRANSFER,44629.71458605655,Online,Location_2,25.0,Category_2,294721.3883695097
C17002021,2829.583489060881,M789,2022-07-12 09:15:00,Location_1,Normal,Normal,1,Debit,Issuer_2,0,0,CASH_OUT,4812.845757338849,Retail,Location_1,35.0,Category_1,168300.44165561532
C17002022,23695.305797307377,M456,2022-07-12 09:30:00,Location_2,Normal,Normal,0,Credit,Issuer_1,0,0,TRANSFER,47541.49770873764,Online,Location_1,28.0,Category_2,144106.39544423335
C17002023,4978.041775128197,M123,2022-07-12 09:45:00,Location_1,Suspicious,Normal,0,Credit,Issuer_3,1,0,PAYMENT,7176.176079242561,Retail,Location_3,49.0,Category_1,499120.57586277975
C17002024,4169.161117377461,M123,2022-07-12 10:00:00,Location_1,Normal,Normal,0,Credit,Issuer_1,1,1,PAYMENT,7898.498678675113,Retail,Location_2,49.0,Category_3,81256.13664204003
C17002025,11417.547711765397,M789,2022-07-12 10:15:00,Location_1,Normal,Normal,1,Debit,Issuer_3,0,0,CASH_IN,15468.807832237799,Retail,Location_3,37.0,Category_3,12881.21400983493
C17002026,5178.604218861636,M789,2022-07-12 10:30:00,Location_2,Normal,Normal,0,Debit,Issuer_2,0,1,CASH_IN,46586.9935530225,Online,Location_1,49.0,Category_1,9653.651412396526
C17002027,8103.73216119581,M789,2022-07-12 10:45:00,Location_3,Suspicious,Suspicious,0,Debit,Issuer_3,1,0,CASH_IN,30556.36341423667,Service,Location_3,37.0,Category_2,116235.41352239762
C17002028,6022.061926765473,M123,2022-07-12 11:00:00,Location_2,Normal,Normal,0,Credit,Issuer_3,0,0,TRANSFER,11697.79300775421,Online,Location_1,42.0,Category_2,149522.0832292623
C17002029,6449.965633015716,M456,2022-07-12 11:15:00,Location_3,Normal,Normal,0,Debit,Issuer_1,0,0,CREDIT,2982.391493662389,Online,Location_2,39.0,Category_2,150578.24376773124
C17002030,15950.084583060794,M456,2022-07-12 11:30:00,Location_3,Normal,Normal,0,Credit,Issuer_2,0,1,CASH_IN,31426.042317384614,Retail,Location_2,40.0,Category_3,202532.20972409437
C17002031,1685.8203175206868,M456,2022-07-12 11:45:00,Location_2,Normal,Normal,0,Debit,Issuer_3,1,0,PAYMENT,40645.30803658294,Service,Location_3,43.0,Category_2,208412.7620065797
C17002032,976.6839671883589,M789,2022-07-12 12:00:00,Location_2,Normal,Normal,0,Credit,Issuer_2,0,0,CASH_IN,33124.99855113281,Service,Location_2,31.0,Category_2,443655.46536195633
C17002033,12762.049404448922,M123,2022-07-12 12:15:00,Location_3,Normal,Normal,0,Credit,Issuer_1,0,0,TRANSFER,41446.63818535106,Service,Location_2,59.0,Category_3,42384.80577572136
C17002034,6516.68182960887,M123,2022-07-12 12:30:00,Location_3,Suspicious,Suspicious,0,Debit,Issuer_2,0,1,TRANSFER,2778.62495702011,Online,Location_2,35.0,Category_1,190242.44874031204
C17002035,4780.751001357882,M789,2022-07-12 12:45:00,Location_3,Suspicious,Suspicious,0,Credit,Issuer_3,1,0,CASH_IN,6440.846713594073,Service,Location_2,37.0,Category_1,329597.723122634
C17002036,1026.7148029762814,M123,2022-07-12 13:00:00,Location_3,Normal,Normal,0,Credit,Issuer_3,0,0,CREDIT,19405.431098444482,Online,Location_2,52.0,Category_1,481218.82248470874
C17002037,1347.1391205896175,M456,2022-07-12 13:15:00,Location_2,Normal,Normal,0,Debit,Issuer_3,0,0,DEBIT,47357.31410849532,Online,Location_1,39.0,Category_3,242119.87654763684
C17002038,18150.962177704576,M456,2022-07-12 13:30:00,Location_3,Normal,Normal,0,Credit,Issuer_1,0,1,DEBIT,46128.21604207946,Online,Location_2,41.0,Category_1,292828.2966992884
C17002039,3337.582058048338,M123,2022-07-12 13:45:00,Location_3,Normal,Normal,0,Debit,Issuer_1,0,1,PAYMENT,31450.788609513183,Online,Location_1,42.0,Category_2,169649.6186576491
C17002040,6057.054268236542,M456,2022-07-12 14:00:00,Location_2,Suspicious,Suspicious,0,Credit,Issuer_3,0,0,PAYMENT,2948.2257611668465,Retail,Location_1,59.0,Category_3,488665.6802374104
C17002041,4075.8158231019534,M123,2022-07-12 14:15:00,Location_1,Normal,Normal,0,Credit,Issuer_2,0,0,TRANSFER,49427.109468148476,Online,Location_1,,Category_3,113009.99635548091
C17002042,3224.6193025443363,M123,2022-07-12 14:30:00,Location_1,Suspicious,Normal,1,Debit,Issuer_3,0,0,DEBIT,23423.496767346383,Retail,Location_1,51.0,Category_3,109648.9740274951
C17002043,5975.107484837168,M456,2022-07-12 14:45:00,Location_3,Normal,Suspicious,0,Debit,Issuer_3,0,0,CASH_OUT,30239.076773089717,Online,Location_3,43.0,Category_2,126318.72972851181
C17002044,9032.261384702366,M456,2022-07-12 15:00:00,Location_3,Normal,Normal,0,Credit,Issuer_3,0,0,CREDIT,41125.12540744392,Retail,Location_3,39.0,Category_1,306068.8158484678
C17002045,4354.770250242177,M789,2022-07-12 15:15:00,Location_3,Normal,Normal,0,Credit,Issuer_2,0,0,DEBIT,2655.824090708254,Service,Location_3,52.0,Category_3,314537.6731702681
C17002046,10900.776471756226,M789,2022-07-12 15:30:00,Location_3,Suspicious,Normal,1,Debit,Issuer_2,1,1,CREDIT,35779.862585197356,Service,Location_3,29.0,Category_2,38479.852003351334
C17002047,18044.998502694052,M789,2022-07-12 15:45:00,Location_3,Suspicious,Normal,0,Credit,Issuer_3,0,0,CREDIT,14568.141858243238,Online,Location_1,34.0,Category_3,422486.49443089357
C17002048,7090.163825784657,M456,2022-07-12 16:00:00,Location_3,Normal,Normal,0,Credit,Issuer_1,0,0,CREDIT,4636.041219196885,Service,Location_3,34.0,Category_2,397045.90103862085
C17002049,6043.095778249953,M123,2022-07-12 16:15:00,Location_1,Normal,Normal,0,Debit,Issuer_2,0,1,PAYMENT,36023.2956758237,Online,Location_3,29.0,Category_3,159675.81757690373
C17002050,2830.0873558672743,M456,2022-07-12 16:30:00,Location_3,Normal,Normal,0,Credit,Issuer_3,0,0,CASH_IN,42968.54219079715,Online,Location_1,27.0,Category_1,61419.27267391339
C17002051,4617.0652575925305,M123,2022-07-12 16:45:00,Location_3,Normal,Normal,1,Credit,Issuer_3,0,0,PAYMENT,38338.17585418267,Service,Location_2,49.0,Category_1,319168.05778566154
C17002052,2631.657741523817,M789,2022-07-12 17:00:00,Location_1,Normal,Normal,0,Credit,Issuer_3,0,0,TRANSFER,27664.257218945728,Service,Location_3,54.0,Category_3,427415.7348521331
C17002053,1151.0434172817181,M123,2022-07-12 17:15:00,Location_3,Normal,Normal,0,Debit,Issuer_2,0,0,PAYMENT,8463.543101381527,Online,Location_1,27.0,Category_3,433438.23340430576
C17002054,1449.7651877670762,M123,2022-07-12 17:30:00,Location_1,Normal,Normal,1,Credit,Issuer_1,0,1,CASH_IN,7201.081332530551,Retail,Location_1,49.0,Category_3,330708.4615383684
C17002055,2309.469705449485,M123,2022-07-12 17:45:00,Location_1,Normal,Normal,1,Credit,Issuer_3,0,0,CASH_OUT,8937.18749590221,Service,Location_3,44.0,Category_3,203589.08146001818
C17002056,4289.049499571901,M789,2022-07-12 18:00:00,Location_2,Normal,Normal,0,Credit,Issuer_1,0,1,CASH_OUT,18331.602719868606,Service,Location_2,39.0,Category_3,476403.8553538612
C17002057,13128.297997998801,M123,2022-07-12 18:15:00,Location_3,Normal,Normal,0,Debit,Issuer_2,0,0,PAYMENT,48864.10234470655,Service,Location_1,27.0,Category_2,445228.47802220244
C17002058,1367.9323476854495,M123,2022-07-12 18:30:00,Location_1,Normal,Normal,0,Debit,Issuer_2,0,0,PAYMENT,17300.85882063933,Service,Location_3,39.0,Category_2,31391.379756199043
C17002059,1520.0115152634403,M456,2022-07-12 18:45:00,Location_1,Normal,Normal,0,Credit,Issuer_3,0,0,TRANSFER,9034.270207316884,Online,Location_3,34.0,Category_3,340355.76352220576
C17002060,6412.270889657104,M789,2022-07-12 19:00:00,Location_1,Suspicious,Normal,0,Credit,Issuer_2,0,0,CASH_IN,31805.361350665444,Service,Location_1,35.0,Category_2,61627.69906117315
C17002061,6621.37764430653,M123,2022-07-12 19:15:00,Location_1,Normal,Normal,0,Credit,Issuer_3,0,0,CREDIT,43150.46235861672,Online,Location_2,42.0,Category_1,29747.601860734034
C17002062,7474.36923444242,M123,2022-07-12 19:30:00,Location_3,Normal,Normal,0,Debit,Issuer_3,0,0,PAYMENT,39064.81274351749,Retail,Location_1,57.0,Category_3,438927.6216114546
C17002063,1561.1132960945442,M123,2022-07-12 19:45:00,Location_2,Suspicious,Suspicious,0,Credit,Issuer_2,0,1,PAYMENT,25655.67523371309,Retail,Location_2,26.0,Category_2,261210.70746712864
C17002064,7406.314253678895,M456,2022-07-12 20:00:00,Location_3,Suspicious,Normal,0,Debit,Issuer_3,0,0,TRANSFER,34540.63139667021,Online,Location_2,59.0,Category_3,454197.83458338503
C17002065,6848.937103292099,M456,2022-07-12 20:15:00,Location_1,Normal,Normal,0,Debit,Issuer_3,0,0,CASH_OUT,1006.5178790307837,Service,Location_1,43.0,Category_3,315558.97707514075
C17002066,12303.99079826155,M123,2022-07-12 20:30:00,Location_1,Normal,Normal,0,Debit,Issuer_3,0,0,PAYMENT,41342.8888493802,Service,Location_2,31.0,Category_2,60756.681806876186
C17002067,15736.19609752595,M456,2022-07-12 20:45:00,Location_3,Normal,Normal,1,Credit,Issuer_1,0,0,DEBIT,43325.59693205582,Online,Location_2,,Category_2,458149.83201407874
C17002068,11043.236591884446,M123,2022-07-12 21:00:00,Location_1,Normal,Normal,0,Debit,Issuer_2,0,0,DEBIT,44805.461413734214,Retail,Location_2,39.0,Category_1,139966.2943846998
C17002069,4097.829337192471,M456,2022-07-12 21:15:00,Location_2,Normal,Normal,0,Credit,Issuer_3,1,0,TRANSFER,18704.65166265548,Retail,Location_2,54.0,Category_1,76860.49948379525
C17002070,6345.223180883988,M456,2022-07-12 21:30:00,Location_2,Normal,Normal,0,Debit,Issuer_1,0,1,CREDIT,15035.224108067148,Online,Location_3,33.0,Category_1,339457.8716360361
C17002071,4188.558489953849,M456,2022-07-12 21:45:00,Location_1,Suspicious,Normal,0,Debit,Issuer_1,0,0,CASH_OUT,3365.8800362553147,Online,Location_1,57.0,Category_1,54559.033118493346
C17002072,11067.29467375836,M123,2022-07-12 22:00:00,Location_1,Normal,Normal,0,Credit,Issuer_2,0,0,CASH_IN,36693.28761383092,Service,Location_2,56.0,Category_3,223493.18463034413
C17002073,4331.681504972841,M789,2022-07-12 22:15:00,Location_2,Suspicious,Suspicious,0,Credit,Issuer_1,0,1,PAYMENT,3517.9257454934036,Retail,Location_1,35.0,Category_3,371731.8231994636
C17002074,3013.9836283946356,M456,2022-07-12 22:30:00,Location_1,Normal,Suspicious,0,Credit,Issuer_1,0,0,PAYMENT,45228.35414520692,Retail,Location_1,51.0,Category_1,359582.28931256867
C17002075,30757.138308068526,M123,2022-07-12 22:45:00,Location_2,Normal,Normal,0,Debit,Issuer_3,1,0,PAYMENT,34380.5133162208,Retail,Location_2,53.0,Category_2,374547.1445326334
C17002076,5937.465277777229,M123,2022-07-12 23:00:00,Location_1,Normal,Suspicious,0,Credit,Issuer_2,0,0,TRANSFER,5915.604464382783,Service,Location_3,57.0,Category_1,37765.21821124657
C17002077,19458.321928832003,M789,2022-07-12 23:15:00,Location_1,Normal,Normal,0,Credit,Issuer_2,0,0,CREDIT,9182.97422013989,Retail,Location_1,34.0,Category_3,202049.58525387646
C17002078,7840.884393689227,M789,2022-07-12 23:30:00,Location_3,Suspicious,Normal,0,Credit,Issuer_3,0,0,CASH_OUT,32675.144272293364,Service,Location_2,52.0,Category_3,17236.86237896164
C17002079,2956.7232881480904,M123,2022-07-12 23:45:00,Location_2,Normal,Normal,0,Debit,Issuer_1,0,1,CREDIT,38818.24774498701,Retail,Location_2,56.0,Category_3,55130.5996677384
C17002080,2184.441005341686,M123,2022-07-13 00:00:00,Location_1,Suspicious,Normal,0,Credit,Issuer_2,0,1,CREDIT,201.49405665413326,Retail,Location_3,52.0,Category_2,437184.2660647458
C17002081,13127.015633588799,M123,2022-07-13 00:15:00,Location_3,Suspicious,Suspicious,0,Credit,Issuer_3,0,1,TRANSFER,10238.649661497655,Service,Location_1,37.0,Category_2,173661.52563759295
C17002082,12252.063108246084,M789,2022-07-13 00:30:00,Location_3,Normal,Suspicious,0,Debit,Issuer_3,0,1,CREDIT,31507.320638882873,Retail,Location_3,32.0,Category_2,183346.95067605653
C17002083,5371.333611201266,M456,2022-07-13 00:45:00,Location_3,Normal,Normal,0,Credit,Issuer_1,0,0,CASH_IN,47185.86175704669,Retail,Location_3,53.0,Category_1,206923.51657985552
C17002084,2136.130131828793,M123,2022-07-13 01:00:00,Location_1,Suspicious,Normal,0,Credit,Issuer_3,0,1,CREDIT,7170.343842816188,Online,Location_2,35.0,Category_3,165853.20889532065
C17002085,2143.48997249837,M456,2022-07-13 01:15:00,Location_2,Normal,Suspicious,0,Credit,Issuer_3,0,0,CASH_OUT,28518.578906373787,Service,Location_1,,Category_3,402044.8887966859
